Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,french_text
2021,You are so adorable.,Elizabeth,joy,positive,201,8,6,19,"00:10:51,150","00:10:53,985",Tu es adorable.
2022,That! Let’s talk about that.,Ross,joy,positive,201,9,6,19,"00:10:54,153","00:10:57,697",Voilà ! Parlons de ça.
2023,Hey!,Chandler,joy,positive,202,0,6,5,"0:16:55,848","0:16:57,809",Je suis là.
2024,How do you feel?,Phoebe,neutral,neutral,202,1,6,5,"0:16:57,809","0:16:58,343",Comment ca va ? .
2025,"Well, let’s just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.",Chandler,neutral,neutral,202,2,6,5,"00:16:58,434","00:17:04,272",Krog sera de nouveau équipé pour détruire l'univers. . .d'ici 1 2 à 1 4 heures.
2026,"Okay, so I",Phoebe,neutral,neutral,202,3,6,5,"00:17:05,816","00:17:08,860","Je me suis occupée des bébés seule.Je les ai nourris, lavés, couchés."
2027,And protected them from a tornado?,Chandler,neutral,neutral,202,4,6,5,"00:17:11,113","00:17:13,990",Et protégés d'une tornade ?
2028,Oh my God.,Monica,surprise,negative,202,5,6,5,"00:17:17,786","00:17:18,870","Oh, mon Dieu !"
2029,"I know, the babies are asleep.",Phoebe,neutral,neutral,202,6,6,5,"00:17:19,038","00:17:21,664",Je sais. Les bébés sont endormis.
2030,"Phoebe, what, what happened here?!",Monica,surprise,negative,202,7,6,5,"00:17:22,332","00:17:24,417",Que s'est-il passé ?
2031,I did it! I took care of the babies all by myself!,Phoebe,joy,positive,202,8,6,5,"00:17:24,585","00:17:27,420",Je me suis occupée des bébés toute seule.
2032,But my apartment!,Monica,surprise,negative,202,9,6,5,"0:17:27,588","0:17:31,634",Mon appartement. . .
2035,Is not as important as the fact that Phoebe took care of the babies all by herself.,Chandler,neutral,neutral,202,12,6,5,"00:17:34,595","00:17:38,389",L'important est que Phoebe se soit occupée des bébés seule.
2036,"You’re right, you’re right I shouldn’t freak out.",Monica,neutral,neutral,202,13,6,5,"00:17:39,725","00:17:42,518",Tu as raison. Je devrais pas flipper. . .
2037,‘Cause this is what will happen when you and I have babies!,Monica,neutral,neutral,202,14,6,5,"00:17:42,686","00:17:44,687",ce sera pareil avec nos bébés. C'est pour quand ?
2038,When will that be?,Monica,neutral,neutral,202,15,6,5,"00:17:44,855","00:17:46,689",Quand cela arrivera- t- il?
2040,"Phoebe, would you take a look at this mess!!!!",Chandler,anger,negative,202,16,6,5,"00:17:49,485","00:17:51,903",Regarde ce bazar !
2042,Hey Ross! The baby’s kicking!,Joey,joy,positive,203,0,8,14,"00:06:26,200","00:06:28,160",Le bébé bouge.
2043,What?! It is?!,Ross,surprise,positive,203,1,8,14,"00:06:28,440","00:06:30,660",C'est vrai ?
2044,It’s not kicking right now. Although we would love to see you do  that again.,Rachel,joy,positive,203,2,8,14,"00:06:35,360","00:06:41,800",Pas pour l'instant.Mais ça nous plairait de te revoir faire ca ! .
2045,"Hey, when-when was it kicking? What happened?",Ross,joy,positive,203,3,8,14,"00:06:42,080","00:06:43,840",C'était quand ? Raconte.
2046,Last night! I just felt it and I went into Joey’s room and he was sleeping,Rachel,joy,positive,203,4,8,14,"00:06:44,080","00:06:47,640","La nuit dernière. Je suis allée voir Joey, qui dormait."
2047,A dreamless sleep.,Joey,neutral,neutral,203,5,8,14,"00:06:47,840","00:06:50,360",Un sommeil sans rêve.
2048,"So c'mon, you guys, tell me all the dirt!",Rachel,joy,positive,204,0,1,4,"00:07:31,451","00:07:34,119","Alors, quels sont les ragots ?"
2049,"Well, the biggest news is still you dumping Barry at the altar!",Kiki,neutral,neutral,204,1,1,4,"00:07:34,287","00:07:38,123","Le meilleur, c'est toi, larguant Barry devant l'autel ."
2050,Alright. Let's talk reality for a second.,Joanne,neutral,neutral,204,2,1,4,"0:07:40,293","0:07:43,380",Revenons à la réalité une seconde .
2051,Okay.,Rachel,neutral,neutral,204,3,1,4,"0:07:43,380","0:07:44,064",Je suis en train de vous dire.
2052,When are you coming home?,Joanne,neutral,neutral,204,4,1,4,"00:07:44,172","00:07:46,506",Quand reviens-tu ? - Quoi ?
2053,"What? Guys, I'm not.",Rachel,surprise,positive,204,5,1,4,"00:07:46,674","00:07:47,799",Je rentre pas !
2054,"C'mon, this is us.",Joanne,neutral,neutral,204,6,1,4,"00:07:47,967","00:07:52,637",Allez . C'est nous !
2055,I'm not! This is what I'm doing now. I've got this job-,Rachel,neutral,neutral,204,7,1,4,"00:07:52,805","00:07:56,308","Je ne reviendrai pas !C'est ça que je fais, maintenant . J'ai un boulot ..."
2056,Waitressing?,Kiki,surprise,negative,204,8,1,4,"00:07:56,476","00:07:58,143",De serveuse ?
2057,"Okay, I'm not just waitressing.",Rachel,neutral,neutral,204,9,1,4,"00:07:56,476","00:08:01,062",Je ne fais pas que servir .
2058,I'm..,Rachel,neutral,neutral,204,10,1,4,"00:07:58,311","00:08:01,062",Je veux dire ...
2059,"I, um...",Rachel,neutral,neutral,204,11,1,4,"00:08:03,858","00:08:05,525",Je suis...
2060,"I write the specials on the specials board, and, uh... and I, uh...",Rachel,neutral,neutral,204,12,1,4,"00:08:06,110","00:08:09,654",J'écris le menu du jour au tableau .
2061,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",Rachel,sadness,negative,204,13,1,4,"00:08:09,822","00:08:22,083","J'enlève les fleurs fanées du vase ...Parfois, je mets même les bidules au chocolat sur les gâteaux ."
2062,"We get off around midnight, why don't we pick you up then?",Fireman No. 3,neutral,neutral,205,0,1,14,"00:22:03,155","00:22:05,489",On finit à minuit . On passe vous chercher ?
2063,"So, um, will you bring the truck?",Rachel,neutral,neutral,205,1,1,14,"00:22:08,076","00:22:10,703",Avec le camion ?
2064,I'll even let you ring the bell.,Fireman No. 3,neutral,neutral,205,2,1,14,"00:22:13,206","00:22:15,708",Vous pourrez tirer la cloche !
2065,"Oh, my god.",Rachel,surprise,positive,205,3,1,14,"00:22:21,006","00:22:22,256",Je suis désolé.
2066,"See, there you go, the cleansing works!",Phoebe,joy,positive,205,4,1,14,"00:22:23,383","00:22:27,720",A tout à l'heure . - A tout à l'heure !
2067,They're nice guys.,Monica,neutral,neutral,205,5,1,14,"00:22:27,971","00:22:29,430",Ils sont chouettes !
2068,"Oh, they're firemen guys.",Rachel,joy,positive,205,6,1,14,"00:22:27,971","00:22:32,058",Des pompiers !
2069,Your son.,Susan,neutral,neutral,206,0,1,23,"00:08:02,023","00:08:03,398",Ton fils !
2070,"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.",Ross,anger,negative,206,1,1,23,"00:08:03,566","00:08:10,113",Mon fils s'appelle pas Jordy .On était tous d'accord pour Jamie .
2071,"Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie.",Carol,neutral,neutral,206,2,1,23,"00:08:07,320","00:08:12,574",C'est le nom de la 1 ère nana de Susan ...donc on est revenues à Jordy .
2072,"What? Whoa, whoa whoa whoa, what do you mean,",Ross,surprise,negative,206,3,1,23,"00:08:12,950","00:08:16,703","Comment ça, ""revenues"" ? On n'a jamais atterri sur Jordy !"
2073,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",Carol,anger,negative,206,4,1,23,"00:08:22,335","00:08:25,212",J'ai une crampe !
2074,I got it.,Ross,neutral,neutral,206,5,1,23,"0:08:25,379","0:08:27,173",Je le sais.
2075,I got it.,Susan,neutral,neutral,206,6,1,23,"0:08:27,173","0:08:27,483",Je le sais.
2076,"I got it! Hey, you get to sleep with her, I get the cramps.",Ross,anger,negative,206,7,1,23,"00:08:27,590","00:08:30,008",Tu couches avec elle . Laisse- moi les crampes .
2077,"No, you don't.",Susan,neutral,neutral,206,8,1,23,"00:08:30,176","00:08:31,343","- Non, vous ne le savez pas."
2078,"All right, that's it. I want both of you out.",Carol,anger,negative,206,9,1,23,"00:08:31,511","00:08:33,803","Ça suffit ! Sortez, tous les deux !"
2079,Why?,Ross,surprise,negative,206,10,1,23,"00:08:32,803","00:08:33,803",Pourquoi?
2080,He started it!,Susan,anger,negative,206,11,1,23,"0:08:33,971","0:08:34,973",Elle a commencé !
2081,"No, you started it.",Ross,anger,negative,206,12,1,23,"0:08:34,973","0:08:35,487","Non, c'est toi qui l'as commencé."
2083,"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",Carol,anger,negative,206,13,1,23,"00:08:35,598","00:08:42,687",J'essaie de faire sortir quelqu'un de mon corps ...et vous m'aidez pas beaucoup ! Dehors !
2085,Now go!,Carol,anger,negative,206,14,1,23,"00:08:39,227","00:08:42,687","Maintenant, allez!"
2086,Thanks a lot.,Ross,anger,negative,206,15,1,23,"0:08:45,107","0:08:45,983",Merci beaucoup.
2087,See what you did.,Susan,anger,negative,206,16,1,23,"0:08:45,983","0:08:46,669",T'as vu ce que t'as fait ?
2088,"Yeah, listen...",Ross,neutral,neutral,206,17,1,23,"0:08:46,776","0:08:47,694",Je vous en prie.
2089,Out,Carol,anger,negative,206,18,1,23,"0:08:47,694","0:08:49,225",Dehors !
2090,"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir?  Why? What did I say?",Monica,joy,positive,207,0,3,15,"00:14:12,393","00:14:21,192",Je parle un peu français.Qu'est-ce que j'ai dit ?
2091,"Well, you just asked if I wanted to go to bed with you tonight.",Mischa,neutral,neutral,207,1,3,15,"00:14:21,360","00:14:24,779","Vous m'avez demandé si je voulais coucher avec vous, ce soir."
2092,Oh my God! No wonder I get such great service at Cafe Maurice.,Monica,surprise,positive,207,2,3,15,"00:14:28,534","00:14:33,872","Plus étonnant, le super service au café Maurice."
2093,"Knock, knock, knock, knock, hi.",Phoebe,neutral,neutral,207,3,3,15,"00:14:32,454","00:14:33,872","Je vous en prie, bonjour."
2094,"Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times.",Phoebe,neutral,neutral,207,4,3,15,"00:14:34,123","00:14:42,088",Pouvez-vous dire à Sergueï...que ce qu'a dit Boutros Boutros-Ghali m'a plu.
2095,You didn’t say Boutros Boutros Gali.,Phoebe,neutral,neutral,207,5,3,15,"0:14:45,676","0:14:47,698","Vous n'avez pas dit ""Boutros Boutros-Ghali»."
2096,Boutros Boutros Gali.,Mischa,neutral,neutral,207,6,3,15,"0:14:47,698","0:14:48,557",Boutros Boutros Gali.
2097,He says he was too.,Mischa,neutral,neutral,207,7,3,15,"00:14:53,058","00:14:54,225",A lui aussi.
2098,Interesting.,Phoebe,neutral,neutral,207,8,3,15,"00:14:54,393","00:14:56,311",C'est intéressant.
2099,So I was wondering....,Mischa,neutral,neutral,207,9,3,15,"00:14:57,521","00:14:59,772",Je me demandais...
2100,"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",Phoebe,joy,positive,207,10,3,15,"00:14:59,940","00:15:09,282",Avant de relancer votre conversation...pouvez-vous dire à Sergueï...que j'aime beaucoup son costume ?
2101,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",Mischa,joy,positive,207,11,3,15,"00:15:22,838","00:15:28,343","Il a dit : ""Merci. Vous êtes très jolie...Vos cheveux brillent comme de l'or"
2102,So you're a chef?,Mischa,neutral,neutral,207,12,3,15,"00:15:25,925","00:15:28,343",""" Vous êtes chef ?"
2103,I’m also thinking about opening up my own restaurant.,Monica,joy,positive,207,13,3,15,"00:15:29,845","00:15:32,221",J'aimerais ouvrir un restaurant.
2104,"Oh, really.",Mischa,surprise,positive,207,14,3,15,"00:15:32,389","00:15:33,890",Je suis vraiment désolé.
2105,"Monica, can I talk to you behind my menu, please.  What are you doing?",Phoebe,neutral,neutral,207,15,3,15,"00:15:34,058","00:15:36,017",Je peux te parler derrière la carte ?Tu fais quoi ?
2106,"Well, I was having a conversation.",Monica,neutral,neutral,207,16,3,15,"00:15:39,271","00:15:42,398",J'étais en train de discuter.
2107,"Yeah but, Mischa is so interested in you, that Sergei and I haven’t been able to say two words to each other.",Phoebe,anger,negative,207,17,3,15,"00:15:42,566","00:15:50,990",Tu intéresses tellement Misha que Sergueï et moi ne pouvons parler.
2108,What do you want me to do? Just sit here silently while you three have a conversation?,Monica,anger,negative,207,18,3,15,"00:15:47,821","00:15:50,990",Je dois me taire pendant que vous discutez ?
2109,That would be great. Thank you.,Phoebe,neutral,neutral,207,19,3,15,"00:15:51,158","00:15:52,867",Ce serait très gentil.
2110,so we finally get to the top of the mountain and airhead here  forgets the camera!,Danny,disgust,negative,208,0,5,10,"00:15:09,575","00:15:15,496",On arrive enfin au sommet de la montagne.Cette étourdie avait oublié l'appareil.
2111,"Oh, y'know the same thing happened to me one time.",Joey,neutral,neutral,208,1,5,10,"00:15:15,506","00:15:18,666","ll m'est arrivé la même chose, un jour."
2112,When did that happen to you?!,Chandler,surprise,negative,208,2,5,10,"00:15:19,960","00:15:22,670",Ça t'est arrivé quand ?
2113,Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture—I didn't have my camera!,Joey,neutral,neutral,208,3,5,10,"00:15:23,088","00:15:29,427","On courait dans le parc, on a vu un bel oiseau. . .j'ai voulu prendre une photo. . . Pas d'appareil."
2114,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",Chandler,disgust,negative,208,4,5,10,"00:15:29,595","00:15:33,056","Chercher le marchand de gaufres, c'est pas courir."
2115,"Oh, this is so good  you have got to try it.",Krista,joy,positive,208,5,5,10,"00:15:34,725","00:15:38,019",C'est délicieux ! Faut que tu goûtes.
2116,"Oh, damn! I got it on my pants.",Danny,anger,negative,208,6,5,10,"0:15:49,031","0:15:51,242",Mon pantalon. . .
2117,"Here, I'll get it.",Krista,neutral,neutral,208,7,5,10,"0:15:51,242","0:15:52,177",Je m'en occupe.
2118,We'd better take these pants off upstairs or that stain's gonna set.,Krista,neutral,neutral,208,8,5,10,"00:16:01,335","00:16:03,586",Viens l'enlever ou ca va tacher. .
2119,Yep.  I'm gonna wear these on our date tonight.,Danny,joy,positive,208,9,5,10,"0:16:03,754","0:16:05,506",Je le veux pour ce soir. - Super.
2120,"Oh, great!",Rachel,surprise,positive,208,10,5,10,"0:16:05,506","0:16:07,062",C'est super!
2121,"Okay, bye!  Oh my God!!",Chandler,joy,positive,208,11,5,10,"00:16:08,092","00:16:10,677",Mon Dieu !
2122,That was unbelievable!,Monica,surprise,negative,208,12,5,10,"0:16:11,887","0:16:13,306",C'était incroyable!
2124,"Yeah, wow, sorry Rach.",Joey,sadness,negative,208,14,5,10,"0:16:14,723","0:16:16,350","Désolé, Rachel."
2125,I don't believe they're brother and sister.,Chandler,surprise,negative,208,15,5,10,"0:16:16,350","0:16:17,992",Pour des frère et soeur. . .
2126,They're brother and sister!!!,Joey,surprise,negative,208,16,5,10,"0:16:17,992","0:16:18,186",lls sont frère et soeur ?
2128,I found the picture!,Richard,anger,negative,210,0,7,23,"00:18:11,006","00:18:12,799",J'ai trouvé la photo!
2129,What picture?!,Joey,surprise,negative,210,1,7,23,"00:18:13,342","00:18:15,426",Quelle photo?
2130,The picture of my wife! In your pack!,Richard,anger,negative,210,2,7,23,"00:18:16,553","00:18:19,597",La photo de ma femme dans ton sac!
2131,You went through my personal property?,Joey,anger,negative,210,3,7,23,"00:18:20,265","00:18:22,934",Tu as fouillé mes affaires?
2132,Why do have a picture of Paulette in your pack?!,Richard,anger,negative,210,4,7,23,"00:18:24,311","00:18:27,814",Pourquoi tu as une photo de Paulette!
2133,"Because Vincent, we were lovers.  For two years!",Joey,anger,negative,210,5,7,23,"00:18:31,068","00:18:37,532","Parce que, Vincent, nous avons été amants.Pendant deux ans!"
2134,Cut! Wonderful!,The Director,joy,positive,210,6,7,23,"00:18:37,741","00:18:40,451",Coupez! Formidable!
2135,Great scene yeah?,Joey,joy,positive,210,7,7,23,"00:18:43,372","00:18:44,705",Super scène!
2136,"Oh you’re awesome! And, in that last speech? You soaked me.",Richard,joy,positive,210,8,7,23,"00:18:44,957","00:18:48,584","Bravo! A la fin, tu m'as aspergé!"
2138,Here’s your call sheet for tomorrow.,The Assistant Director,neutral,neutral,210,9,7,23,"00:18:49,169","00:18:52,255",Voici votre feuille d'appel pour demain.
2139,I know.,Phoebe,neutral,neutral,210,10,7,23,"00:20:04,828","00:20:07,997","Je sais, c'est vrai."
2140,"So Chandler, your parents must’ve been thrilled when you told them you were engaged.",Mrs. Geller,joy,positive,211,0,7,2,"00:09:26,023","00:09:29,734",Ça a dû ravir tes parents de te savoir fiancé.
2141,"Oh yeah, I should probably call them.",Chandler,neutral,neutral,211,1,7,2,"00:09:29,986","00:09:32,195",Faudrait que je les appelle.
2142,I remember when we first got engaged.,Mr. Geller,joy,positive,211,2,7,2,"00:09:33,239","00:09:35,490",Je me rappelle nos fiançailles...
2143,"Oh, I don’t think I ever heard that story.",Chandler,neutral,neutral,211,3,7,2,"0:09:35,700","0:09:37,222",Racontez-moi ca! - Inutile...
2145,"Well, I’d gotten Judy pregnant. I still don’t know how that happened.",Mr. Geller,joy,positive,211,5,7,2,"00:09:38,077","00:09:43,999",J'avais mis Judy enceinte.J'ignore comment!
2146,You don’t know how that happened?! Your dog thought my diaphragm was a chew toy!,Mrs. Geller,disgust,negative,211,6,7,2,"00:09:44,166","00:09:48,503",Tu as oublié? Ton chien avait mâché mon diaphragme!
2147,What a sweet story.,Chandler,neutral,neutral,211,7,7,2,"00:09:51,507","00:09:53,258",Jolie histoire!
2148,"Well, at least you’re not hearing it for the first time at your fifth grade Halloween party.",Monica,disgust,negative,211,8,7,2,"00:09:54,343","00:09:57,220",Quand on te le balance pas à ta fête de CM2.
2149,What?! They wanted a scary story!,Mr. Geller,surprise,positive,211,9,7,2,"00:09:57,471","00:09:59,097","On jouait à ""Fais-moi peur""!"
2150,"Anyway, we’re really excited about our wedding plans, and well I guess pretty soon we’ll be making a big withdrawal from the Monica wedding fund.",Monica,joy,positive,211,10,7,2,"00:10:00,725","00:10:09,190","On est dans les préparatifs...Bientôt, il faudra taper dans le fonds de Mariage de Monica."
2151,What?,Monica,surprise,negative,211,11,7,2,"0:10:12,278","0:10:13,154",- Je ne sais pas.
2152,"You tell her Jack, I can’t do it.",Mrs. Geller,fear,negative,211,12,7,2,"0:10:13,154","0:10:14,981","Dis-lui, Jack. Je peux pas."
2153,What happened? You still have the Monica wedding fund don’t you?,Monica,surprise,negative,211,13,7,2,"00:10:15,197","00:10:17,699",Vous n'avez plus mon fonds de mariage?
2154,"We have it. Only now, we call it the beach house.",Mr. Geller,neutral,neutral,211,14,7,2,"00:10:17,867","00:10:21,119","Si, sauf qu'on l'appelle la villa de bord de mer."
