Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,greek_text
1694,It's brilliant!,David,joy,positive,172,3,9,23,"0:06:20,762","0:06:21,796",Είναι λαμπρό!
1695,"Goodbye Mike, we'll see you at the wedding, fella!",David,joy,positive,172,4,9,23,"00:06:21,881","00:06:25,008","""Αντίο, Μάικ. Θα σε δούμε στο γάμο, μάγκα."
1696,"well, we probably won't invite you to the wedding...",David,neutral,neutral,172,5,9,23,"00:06:25,176","00:06:27,844","Βέβαια, μάλλον δε θα σε καλέσουμε"""
1697,"Thank you, Chandler.",David,neutral,neutral,172,6,9,23,"0:06:28,012","0:06:29,484","-Ευχαριστώ, Τσάντλερ. Ειλικρινά. -Παρακαλώ."
1698,Sincerely.,David,neutral,neutral,172,7,9,23,"0:06:29,484","0:06:31,448",- Ειλικρινά.
1699,"Well, you're welcome! Glad I could help.",Chandler,joy,positive,172,8,9,23,"00:06:31,557","00:06:33,183",Χάρηκα που σε βοήθησα.
1701,"David, I'm pretending to",Chandler,neutral,neutral,172,10,9,23,"0:06:36,313","0:06:38,091","Ντέιβιντ, προσποιούμαι ότι"
1702,"Okay, you have 19 questions left. Use them wisely.  Come on Joey! You can’t win if you don’t ask any",Phoebe,joy,positive,173,0,6,1,"00:10:25,791","00:10:36,051","Σού'μειναν 19 ερωτήσεις. Πρόσεχε μην πάνε χαμένες.Ελα, Τζόι, δεν θα κερδίσεις αν δεν κάνεις μερικές ερωτήσεις."
1703,What?!,Joey,surprise,negative,173,1,6,1,"0:10:40,306","0:10:41,558",Τι;
1704,"Well, you promised me a fun road trip!",Phoebe,joy,positive,173,2,6,1,"0:10:41,558","0:10:43,102",Μου υποσχέθηκες ότι θα διασκεδάζαμε.
1705,We’ve been on the road six hours and you’ve been asleep for five and a half!,Phoebe,anger,negative,173,3,6,1,"0:10:40,306","0:10:47,118",Εξι ώρες ταξιδεύουμε και τις πεντέμισι κοιμάσαι.
1706,We are switching at the next rest stop and,Phoebe,anger,negative,173,4,6,1,"0:10:47,118","0:10:54,494",Θα οδηγήσεις εσύ μέχρι να φτάσουμε. Αυτή θα είναι η τιμωρία σου...
1707,All right. All right.,Joey,neutral,neutral,173,5,6,1,"00:10:55,404","00:10:56,488",Καλά!
1708,Yeah! And until then you are going to sing to me because the radio’s broken and you are selfish but have a nice voice.,Phoebe,anger,negative,173,6,6,1,"00:10:56,697","00:11:04,120","Μέχρι τότε, θα μου τραγουδάς αφού χάλασε το ράδιο......κι είσαι εγωιστής, αλλά έχεις ωραία φωνή."
1709,Really? I don’t,Joey,surprise,negative,173,7,6,1,"0:11:05,206","0:11:06,041",-Αλήθεια; -Τραγούδα!
1710,Sing!!,Phoebe,anger,negative,173,8,6,1,"0:11:06,041","0:11:06,692",Τραγουδήστε!
1712,Morning!,Hitchhiker,joy,positive,173,10,6,1,"00:11:42,410","00:11:43,702",Καλημέρα.
1713,Everything was delicious!,1st Customer,joy,positive,174,0,9,19,"0:05:55,731","0:05:57,443",-'Ολα ήταν πεντανόστιμα. -Ευχαριστώ.
1714,Thank you!,Monica,joy,positive,174,1,9,19,"0:05:57,443","0:05:57,780",- Ευχαριστώ! - Ευχαριστώ!
1715,It was. The duck in particular was superb.,2nd Customer,joy,positive,174,2,9,19,"00:05:57,900","00:06:00,444",Ειδικά η πάπια ήταν θεσπέσια.
1716,Thank you!    You haven't said anything...,Monica,joy,positive,174,3,9,19,"00:06:00,611","00:06:07,993",Ευχαριστώ.Δεν έχεις πει κουβέντα.
1717,Actually I do have one small complaint.,3rd Customer,neutral,neutral,174,4,9,19,"00:06:08,202","00:06:10,704",'Εχω ένα μικρό παράπονο.
1718,Oh..please!I-I welcome criticism.,Monica,neutral,neutral,174,5,9,19,"00:06:10,871","00:06:15,501",Δέχομαι την κριτική.
1719,The musician right outside the restaurant...it's kind    of a mood-killer!,3rd Customer,sadness,negative,174,6,9,19,"00:06:16,168","00:06:19,463",Ο μουσικός έξω από το εστιατόριο σού σκοτώνει τη διάθεση.
1720,What musician?,Monica,surprise,positive,174,7,9,19,"00:06:19,671","00:06:20,756",Ποιος μουσικός;
1721,We did?,Joey,neutral,neutral,175,0,1,9,"0:07:55,224","0:07:55,850",Βάλαμε;
1722,You owe me 20 bucks.,Monica,joy,positive,175,1,1,9,"0:07:55,850","0:07:58,290",Μου χρωστάς 20 δολάρια.
1723,Thank you. Thank you so much!,Rachel,joy,positive,175,2,1,9,"00:07:58,394","00:08:00,896",Ευχαριστώ πολύ!
1724,"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.",Monica,neutral,neutral,175,3,1,9,"00:08:01,063","00:08:09,237",Το γιορτινό σου φαγητό. Ντοματόσουπα......τυρί και μεγάλη σακκούλα κρεμμύδια.
1725,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",Rachel,surprise,negative,175,4,1,9,"00:08:09,405","00:08:12,032",Αυτό θα φας για γιορτινό δείπνο;
1726,"What, what, what is it with you and this holiday?",Rachel,anger,negative,175,5,1,9,"00:08:12,200","00:08:14,784",Τι πρόβλημα έχεις μ'αυτή τη γιορτή;
1727,"All right, I'm nine years old.",Chandler,neutral,neutral,175,6,1,9,"00:08:16,204","00:08:17,496",'Ημουν εννιά χρονών...
1728,"Oh, I hate this story.",Ross,sadness,negative,175,7,1,9,"00:08:17,663","00:08:19,331",Μισώ αυτή την ιστορία.
1729,We just finished this magnificent Thanksgiving dinner.,Chandler,neutral,neutral,175,8,1,9,"00:08:19,499","00:08:21,416",Είχε τελειώσει το εξαίσιο δείπνο.
1730,"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",Chandler,sadness,negative,175,9,1,9,"00:08:26,005","00:08:30,091",Είχα......το στόμα γεμάτο με κολοκυθόπιττα......κι οι γονείς μου μου είπαν ότι χωρίζ ουν.
1731,Oh my god.,Rachel,surprise,negative,175,10,1,9,"00:08:30,259","00:08:31,635",- Θεέ μου. - Τι;
1732,Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,Chandler,sadness,negative,175,11,1,9,"00:08:31,802","00:08:36,223",Το δείπνο δεν είναι πολύ ωραίο όταν βγαίνει!
1733,"Hey, who's this little naked guy?",Rachel,surprise,positive,176,0,1,8,"00:20:18,800","00:20:20,843",Ποιο είναι αυτό το γυμνό ανθρωπάκι;
1734,That little naked guy would be me.,Ross,neutral,neutral,176,1,1,8,"00:20:21,053","00:20:23,179",Αυτό το γυμνό ανθρωπάκι είμαι εγώ.
1735,"Aww, look at the little thing.",Rachel,surprise,positive,176,2,1,8,"00:20:23,805","00:20:26,557",Κοίτα αυτό το μικρούλι!
1737,Who are those people?,Chandler,surprise,positive,176,4,1,8,"0:20:35,317","0:20:36,129",Ποιοι είναι αυτοί;
1738,Got me.,Ross,surprise,positive,176,5,1,8,"0:20:36,129","0:20:37,878",Δεν ξέρω.
1739,"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",Monica,neutral,neutral,176,6,1,8,"00:20:38,111","00:20:45,826","Αυτή είναι η γιαγιά, εδώ στη μέση.''Εγώ κι η παρέα, στου Ιάβα Τζο''."
1740,"Wow, Monica, you look just like your grandmother. How old was she there?",Rachel,surprise,positive,176,7,1,8,"00:20:46,036","00:20:49,622",Μοιάζεις με τη γιαγιά σου.
1741,"Let's see, 1939... yeah, 24, 25?",Monica,neutral,neutral,176,8,1,8,"00:20:49,831","00:20:57,088","Πόσων χρονών είναι εδώ;1939...Εικοσιτέσσερα, εικοσιπέντε."
1742,Looks like a fun gang.,Ross,neutral,neutral,176,9,1,8,"00:20:54,211","00:20:57,088",Φαίνεται παρέα με πολλή πλάκα.
1743,"Ooh, look-look-look-look-look! I got Monica naked!",Joey,joy,positive,176,10,1,8,"00:21:02,970","00:21:06,138",Κοιτάξτε! Βρήκα τη Μόνικα γυμνή!
1745,"So, what’s this about?",Tag,joy,positive,177,0,8,2,"00:15:57,122","00:15:58,790",Περί τίνος πρόκειται;
1746,"Rachel has something that she wants to tell you and umm, I believe that this is your red sweater.",Phoebe,neutral,neutral,177,1,8,2,"00:15:58,999","00:16:05,922",Η Ρέιτσελ θέλει να σου πει κάτι......και νομίζω ότι αυτή είναι η κόκκινη μπλούζα σου.
1747,No.  This is my red sweater.,Tag,neutral,neutral,177,2,8,2,"00:16:06,090","00:16:10,218",'Οχι. Αυτή είναι η κόκκινη μπλούζα μου.
1748,Oh no. Could I get anyone a coffee or…poison? No? Just for me? Okay.,Phoebe,fear,negative,177,3,8,2,"00:16:12,513","00:16:23,940",Θέλει κανείς καφέ;'Η δηλητήριο; Μόνο εγώ;
1749,What’s going on Rach?,Tag,joy,positive,177,4,8,2,"00:16:25,359","00:16:27,235","Τι τρέχει, Ρέιτς;"
1750,"Nothing! Phoebe kinda made a mistake. But y’know you do wear that sweater a lot, are you involved in some kind of dare?",Rachel,fear,negative,177,5,8,2,"00:16:27,403","00:16:40,331",Τίποτα. Η Φοίβη έκανε λάθος.Αλλά τη φοράς συχνά αυτή την μπλούζα. 'Εχεις κάνει κανένα τάμα;
1751,"Y’know, I’m actually glad Phoebe called.",Tag,joy,positive,177,6,8,2,"00:16:37,663","00:16:40,331",Χαίρομαι που τηλεφώνησε η Φοίβη.
1752,"I know we broke up because you thought I wasn’t mature enough, but I’ve really grown up and think we should get back together.",Tag,joy,positive,177,7,8,2,"00:16:45,838","00:16:52,468",Με θεωρούσες ανώριμο. Μεγάλωσα και πρέπει να τα ξαναφτιάξουμε.
1753,"Oh, it’s just not the right time.",Rachel,sadness,negative,177,8,8,2,"00:16:52,761","00:16:54,804",Δεν είναι η κατάλληλη στιγμή.
1754,It is the right time.,Tag,joy,positive,177,9,8,2,"0:16:55,014","0:16:56,266",Είναι. Είμαι έτοιμος για περισσότερα.
1755,Okay.,Rachel,neutral,neutral,177,10,8,2,"0:16:56,266","0:16:57,703","- Εντάξει, εντάξει."
1756,‘Kay!,Joey,joy,positive,178,0,7,18,"00:10:35,301","00:10:37,302",Και βέβαια!
1757,in the category of Favorite Returning Male Character the nominees are: John Wheeler from,The Presenter,neutral,neutral,178,1,7,18,"00:10:37,678","00:10:43,141","Υποψήφιοι σ'αυτή την κατηγορία είναι......ο Τζον Γουίλερ απ'το ""Γενικό Νοσοκομείο""."
1758,What the?!,Joey,surprise,negative,178,2,7,18,"00:11:05,081","00:11:07,248",Τι στο διάολο;
1759,Yeah.,Rachel,neutral,neutral,179,0,7,22,"0:13:30,893","0:13:31,995",Οντως.
1760,"You’re an Aquarius, huh?",Policeman,neutral,neutral,179,1,7,22,"0:13:31,995","0:13:34,073","Είστε Υδροχόος, σωστά;"
1761,I bet you’re a Gemini.,Rachel,neutral,neutral,179,2,7,22,"0:13:35,773","0:13:37,455",-Στοίχημα ότι εσείς είστε Δίδυμος. -Οχι.
1762,Nope.,Policeman,neutral,neutral,179,3,7,22,"0:13:37,455","0:13:38,121","- Όχι, δεν είναι."
1763,Taurus?,Rachel,neutral,neutral,179,4,7,22,"0:13:38,317","0:13:38,949",-Ταύρος; -Οχι.
1764,Nope.,Policeman,neutral,neutral,179,5,7,22,"0:13:38,949","0:13:39,619","- Όχι, δεν είναι."
1765,Virgo?,Rachel,neutral,neutral,179,6,7,22,"0:13:39,735","0:13:40,987",-Παρθένος; -Οχι.
1766,Nope.,Policeman,neutral,neutral,179,7,7,22,"0:13:40,987","0:13:41,613","- Όχι, δεν είναι."
1767,Sagittarius?,Rachel,neutral,neutral,179,8,7,22,"0:13:42,071","0:13:42,155",-Τοξότης; -Ναι.
1768,Yep.,Policeman,neutral,neutral,179,9,7,22,"0:13:42,155","0:13:43,845","- Ναι, ναι."
1769,"I knew it! I knew it, ahh….",Rachel,joy,positive,179,10,7,22,"00:13:43,948","00:13:46,407",Το ήξερα!
1772,You’re not gonna speed anymore right?,Policeman,neutral,neutral,179,11,7,22,"0:13:46,575","0:13:49,137",Μην υπερβείτε ξανά το όριο ταχύτητας.
1773,I won’t speed.,Rachel,neutral,neutral,179,12,7,22,"0:13:49,137","0:13:49,627",Δεν θα βιαστώ.
1774,And you promise you’ll get this taken care of right away?,Policeman,neutral,neutral,179,13,7,22,"0:13:49,745","0:13:51,831",Και υποσχεθείτε μου να τακτοποιήσετε την άδειά σας.
1775,I promise.,Rachel,neutral,neutral,179,14,7,22,"0:13:51,831","0:13:52,597",- Το υπόσχομαι.
1776,And in the meantime you better let him drive. Does he have a license?,Policeman,neutral,neutral,179,15,7,22,"00:13:52,706","00:13:54,666","Εντωμεταξύ, αφήστε τον κύριο να οδηγήσει. Εχει άδεια;Ξέρει να χειρίζεται αυτοκίνητο με ταχύτητες;"
1777,Yeah!,Rachel,neutral,neutral,179,16,7,22,"0:13:54,834","0:13:55,086","Ναι, ξέρω!"
1778,Can he handle the stick?,Policeman,neutral,neutral,179,17,7,22,"0:13:55,086","0:13:57,310",Μπορεί να χειριστεί το ραβδί;
1779,Oh well,Rachel,neutral,neutral,179,18,7,22,"0:13:57,419","0:13:58,061","Ω, λοιπόν."
1780,I can handle the stick!!,Ross,anger,negative,179,19,7,22,"0:13:58,061","0:14:00,983",Μπορώ να χειριστώ το ραβδί!!
1781,Hey!,Monica,joy,positive,180,0,8,24,"0:02:27,844","0:02:28,971",- Γεια σου!
1785,I can’t believe this is taking so long. How are you doing?,Monica,sadness,negative,180,4,8,24,"00:02:29,220","00:02:32,098",Είναι απίστευτο που κρατάει τόσο πολύ! Πώς πας;
1786,Oh not bad. Do you know that feeling when you’re trying to blow a Saint Bernard out your ass?,Rachel,sadness,negative,180,5,8,24,"00:02:32,265","00:02:37,478",Σαν να προσπαθώ να βγάλω ένα Αγίου Βερνάρδου απ' τον κώλο.
1787,Weirdest thing. Did I hear——Mother of God it’s true!,Chandler,surprise,negative,180,6,8,24,"00:02:40,565","00:02:45,987","Πολύ περίεργο. 'Ακουσα.Θεέ μου, είναι αλήθεια!"
1788,Chandler Bing!,Janice,surprise,positive,180,7,8,24,"00:02:46,904","00:02:50,908",Τσάντλερ Μπινγκ!
1789,Janice,Joey,surprise,positive,180,8,8,24,"00:02:51,075","00:02:52,076",Τζάνις.
1790,"Not just Janice, Janice in labor, contracting and everything.",Ross,joy,positive,180,9,8,24,"00:02:52,243","00:02:56,789",Η Τζάνις γεννάει. Με πόνους και όλα.
1791,"Oh, this should be easy. I have a very wide pelvis. You remember Chandler.",Janice,neutral,neutral,180,10,8,24,"00:02:58,249","00:03:01,586","Θα είναι εύκολο. 'Εχω ανοιχτή λεκάνη.Θυμάσαι, Τσάντλερ;"
1792,Janice I didn’t even know you were pregnant! Who’s the unwitting human who’s essence you’ve stolen?,Chandler,surprise,positive,180,11,8,24,"00:03:07,258","00:03:13,473",Δεν ήξερα ότι ήσουν έγκυος.Από ποιον ανυποψίαστο άνθρωπο έκλεψες την ουσία του;
1793,It’s you. This is yours.,Janice,neutral,neutral,180,12,8,24,"00:03:15,516","00:03:19,604",Από σένα.Δικό σου είναι.
1794,What?!,Chandler,surprise,negative,180,13,8,24,"00:03:20,146","00:03:21,397",Τι;
1795,Look how nervous he gets! We haven’t slept together in years!,Janice,joy,positive,180,14,8,24,"00:03:21,564","00:03:25,234",Κοίτα πώς κάνει! Χρόνια έχουμε να κοιμηθούμε μαζί!
1796,That’s funny. Does it-does it hurt? Does the labor hurt?,Chandler,fear,negative,180,15,8,24,"00:03:28,905","00:03:31,699",Αστείο. Πονάει ο τοκετός;
1797,"Man, I’m starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!",Joey,anger,negative,181,0,7,12,"00:14:20,109","00:14:27,615",Πεινάω πολύ.Μα τι σκεφτόμουν στο δείπνο; Σούπα ή σαλάτα;Και τα δύο! Πρέπει να παραγγέλνεις και τα δύο!
1798,"Y’know, y’know I’m lookin’ and I don’t think anyone’s home here.",Ross,neutral,neutral,181,1,7,12,"00:14:29,785","00:14:33,955","Ξέρεις, δεν βλέπω κανέναν μέσα."
1799,"I say we just break the window, crawl through, and-and y’know explain later.",Ross,neutral,neutral,181,2,7,12,"00:14:34,123","00:14:40,837","Να σπάσουμε το παράθυρο, να μπούμε μέσα......και θα τους εξηγήσουμε αργότερα."
