Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,spanish_text
1578,"But work comes first!  Oh hey, but that?s sad about you though, what happened? Burn out? Burn all out, did ya?",Ross,joy,positive,160,10,3,14,"00:05:48,473","00:05:57,689","Pero lo primero es el trabajo!Eh, oye, esa noticia es muy triste, quÃ© ha pasado?"
1579,"Nooo, he?s leaving for a better job.",Rachel,neutral,neutral,160,11,3,14,"00:05:59,609","00:06:01,735","QuÃ© ha pasado, estÃ¡s quemado? EstÃ¡s muy quemado o quÃ©?Nooo, lo deja por un trabajo mejor."
1580,"Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.",Ross,joy,positive,160,12,3,14,"00:06:01,903","00:06:06,740","Oh pues eso es genial, asÃ­.. supongo que esto es un adiÃ³s. Eh?AdiÃ³s."
1581,"Okay, then.",Mark,neutral,neutral,160,13,3,14,"0:06:08,910","0:06:09,542","Está bien, entonces."
1582,Okay.,Ross,neutral,neutral,160,14,3,14,"0:06:09,542","0:06:10,746",- ¿Qué quieres?
1583,Well we?re gonna miss you around here.,Rachel,sadness,negative,160,15,3,14,"00:06:10,870","00:06:12,996","Bueno, pues por aquÃ­ te vamos a echar de menos."
1584,"Yeah, me too.",Mark,sadness,negative,160,16,3,14,"00:06:13,456","00:06:15,207","SÃ­, y yo a vosotros."
1585,"So, see ya on Saturday.",Mark,neutral,neutral,160,17,3,14,"0:06:17,502","0:06:19,004","Oye, nos vemos es sÃ¡bado."
1586,"Yeah, you bet.",Rachel,neutral,neutral,160,18,3,14,"0:06:19,004","0:06:20,682","SÃ­, bueno."
1607,Whazzup??,Ross,neutral,neutral,161,0,9,12,"00:09:19,141","00:09:21,142",¿Wazzzup?
1608,"Seriously dude, 3 years ago.",Chandler,joy,positive,161,1,9,12,"00:09:22,353","00:09:24,479","En serio,...eso fue hace tres años."
1609,"Listen, can you do me a favor?",Ross,neutral,neutral,161,2,9,12,"0:09:26,315","0:09:28,026",Escucha
1610,I'm gonna be out today.,Ross,neutral,neutral,161,3,9,12,"0:09:28,026","0:09:29,343",¿puedes hacerme un favor?. Voy a estar fuera hoy.
1611,"Can you    just keep an eye on Joey, make sure nothing happens between him and Molly?",Ross,neutral,neutral,161,4,9,12,"00:09:29,485","00:09:33,613","¿Puedes vigilar a Joey, y asegurarte de que no pase nada entre él y Molly?"
1612,You don't trust him?,Chandler,surprise,positive,161,5,9,12,"00:09:33,823","00:09:35,949",-¿No confías en él? -No.
1589,"Monica face it, Chandler is against marriage. And-and always will be!",Joey,neutral,neutral,163,0,6,25,"00:06:45,321","00:06:48,323","Monica, aceptalo, Chandler está en contra del matrimonio. Y y siempre lo estará!"
1590,Well there’s some people who do want to marry me.,Monica,anger,negative,163,1,6,25,"00:06:51,786","00:06:54,538","Bueno, pero hay alguien que si quiere casarse conmigo."
1591,There are?,Joey,surprise,positive,163,2,6,25,"0:06:54,747","0:06:55,373",Lo hay?.
1592,Yeah! Richard!,Monica,anger,negative,163,3,6,25,"0:06:55,373","0:06:57,269",Si! Richard!.
1593,R-R-Richard said he wants to marry you?!  And-and Chandler’s tellin’ ya how much he hates marriage?!,Joey,surprise,negative,163,4,6,25,"00:06:57,625","00:06:59,584",Richard dijo que quería casarse contigo?.Y Chandler te dijo que odia el matrimonio?!
1594,That’s right.,Monica,neutral,neutral,163,5,6,25,"0:07:01,337","0:07:04,149",Asi es!.
1595,Chandler,Joey,neutral,neutral,163,6,6,25,"0:07:04,149","0:07:04,346",Chandler adora el matrimonio!.
1596,You just told me that he hates marriage!,Monica,surprise,negative,163,7,6,25,"00:07:09,429","00:07:11,555",Acabas de decirme que odia el matrimonio!.
1597,That-that he’s a-a complex fellow who’s unlikely to take a wife!,Monica,anger,negative,163,8,6,25,"00:07:11,806","00:07:15,308",Que es un tipo complejo que no quiere una esposa!
1598,That-that he’s against marriage and always will be!,Monica,anger,negative,163,9,6,25,"00:07:15,560","00:07:18,103",Que está en contra del matrimonio y siempre lo estará!
1599,You got,Joey,neutral,neutral,163,10,6,25,"00:07:18,563","00:07:20,730",Y sacaste todo eso de lo que dije?.
1600,"You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",Ross,fear,negative,164,0,1,1,"00:20:43,492","00:20:49,080","Probablemente no sabes, pero en el colegio yo...estaba bastante loco por ti."
1601,I knew.,Rachel,neutral,neutral,164,1,1,1,"00:20:50,540","00:20:51,707",Lo sabÃ­a.
1602,You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,Ross,surprise,positive,164,2,1,1,"00:20:52,084","00:20:58,138",Â¡Lo sabÃ­as!Yo siempre creÃ­ que tu me veÃ­as como el idiota hermano de MÃ³nica.
1603,I did.,Rachel,neutral,neutral,164,3,1,1,"0:20:58,882","0:20:59,684",AsÃ­ es.
1604,Oh.,Ross,sadness,negative,164,4,1,1,"0:20:59,684","0:21:00,931",- ¿Qué quieres?
1605,"Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here—but do you think it would be okay if I asked you out?",Ross,fear,negative,164,5,1,1,"00:21:05,514","00:21:16,983","Oye, crees que...no permitas que mi intensa vulnerabilidad influya en tu respuesta.Â¿Crees que alguna vez podrÃ­a invitarte a cenar por ahÃ­?"
1606,Sometime?,Ross,neutral,neutral,164,6,1,1,"0:21:13,105","0:21:15,817",¿Alguna vez?
1607,Maybe?,Ross,neutral,neutral,164,7,1,1,"0:21:15,817","0:21:17,031",Tal vez.
1608,"Yeah, maybe...",Rachel,joy,positive,164,8,1,1,"00:21:18,235","00:21:21,821","Ok, tal vez lo haga..."
1609,"Okay... okay, maybe I will...",Ross,joy,positive,164,9,1,1,"00:21:20,529","00:21:31,872",-Â¡Buenas noches! -Â¡Buenas noches!
1611,"Well, I just thought it’d make me feel good to do something nice for my friend.",Chandler,neutral,neutral,165,0,4,7,"00:14:12,852","00:14:16,531",Me hizo sentir bien el hacer algo bueno por mi buen amigo.
1612,"Well, you’re amazing.",Joey,joy,positive,165,1,4,7,"00:14:16,730","00:14:18,106",Eres increible.
1613,Oh no-no-no.,Chandler,neutral,neutral,165,2,4,7,"00:14:18,566","00:14:21,651","No, esto es increible."
1614,"A TV as if it appears from nowhere! That’s the dream! Man, how did you afford this stuff?",Joey,surprise,positive,165,3,4,7,"00:14:24,196","00:14:31,953",Un televisor que aparece de la nada!El sueño!Como pagaste por todo esto?
1615,"Well, y’know I’m 29. I mean who needs a savings account.",Chandler,neutral,neutral,165,4,4,7,"00:14:32,162","00:14:35,206","Tengo 29. Quiero decir, quien necesita una cuenta de ahorros?"
1616,"Oh, you are the best friends anyone has ever had.",Joey,joy,positive,165,5,4,7,"00:14:35,624","00:14:38,167",Eres el mejor amigo que nadie haya tenido.
1617,"Oh, I don’t know.",Chandler,fear,negative,165,6,4,7,"00:14:38,961","00:14:41,045",No lo se.
1618,"Oh-no-no-no, you are!",Joey,joy,positive,165,7,4,7,"00:14:41,255","00:14:42,463","No, lo eres."
1619,"You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, I’m gonna do that.",Joey,joy,positive,165,8,4,7,"00:14:42,673","00:14:50,513","Haces esto, me das consejos. . . .Lo que dijiste sobre enfocarme con una sola mujer?Lo hare."
1620,You mean with Casey.,Chandler,neutral,neutral,165,9,4,7,"00:14:50,931","00:14:51,671",Con Casey?
1621,"No-no-no, I think I’m gonna see how things go with Kathy. She’s pretty cool.",Joey,neutral,neutral,165,10,4,7,"00:14:52,141","00:14:55,518",Vere como andan las cosas con Kathy. Ella es cool.
1622,Or Casey.,Chandler,neutral,neutral,165,11,4,7,"0:14:55,895","0:14:56,527",O Casey.
1623,"No-no, Kathy.",Joey,neutral,neutral,165,12,4,7,"0:14:56,527","0:14:58,200","No, no, Kathy."
1624,Could be Casey.,Chandler,neutral,neutral,165,13,4,7,"00:14:58,314","00:14:59,314",Podría ser Casey.
1625,"No. No, Kathy.",Joey,neutral,neutral,165,14,4,7,"00:14:59,523","00:15:00,607","No, Kathy."
1626,Consider Casey.,Chandler,neutral,neutral,165,15,4,7,"00:15:00,774","00:15:01,774",Considere a Casey.
1628,I think somebody’s got a little crush on Casey.,Joey,joy,positive,165,16,4,7,"00:15:03,569","00:15:07,030",Creo que alguien está enamorado de Casey.
1629,How ‘bout I fix you two up?,Joey,joy,positive,165,17,4,7,"0:15:07,323","0:15:08,375",¿Qué tal si los arreglo a los dos?
1630,What do you think?,Joey,joy,positive,165,18,4,7,"0:15:08,375","0:15:10,097",¿Qué te parece?
1631,That all the pieces of my life are falling right into place!,Chandler,joy,positive,165,19,4,7,"00:15:10,326","00:15:14,621",Que todas las piezas de mi vida están cayendo en su lugar!
1632,"Hey, anybody got a length of rope about six feet long with a little nouse at the end?",Chandler,neutral,neutral,166,0,3,11,"00:02:36,156","00:02:40,242",¿Alguien tiene una cuerda de unos seis pies de largo con un pequeño nódulo al final?
1633,"Honey, what’s the matter?",Monica,neutral,neutral,166,1,3,11,"0:02:41,451","0:02:42,293",CariÃ±o Â¿CuÃ¡l es el problema?
1634,I just saw Janice.,Chandler,neutral,neutral,166,2,3,11,"0:02:42,293","0:02:42,433",Vi a Janice.
1635,"‘Cause every time I see your face, I can’t help but fall from grace. I know.....",Singer,joy,positive,167,0,3,14,"00:00:10,135","00:00:18,100","Porque cada vez que veo tu cara, no puedo evitar caer de la gracia."
1636,Wow! This girl is good.,Joey,surprise,positive,167,1,3,14,"00:00:18,268","00:00:19,852",Oye! Es muy buena.
1637,"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",Phoebe,anger,negative,167,2,3,14,"00:00:20,020","00:00:23,856","Oh-ho sÃ­! Una estrofas que riman, uh, nunca se me habrÃ¡ ocurrido."
1638,I like her.,Chandler,neutral,neutral,167,3,3,14,"00:00:26,192","00:00:27,234",Me gusta.
1639,Why? Because she can sing and play guitar and do both at the same time?,Phoebe,neutral,neutral,167,4,3,14,"00:00:27,402","00:00:31,655",Porque? Porque sabe cantar y toca la guitarra y hace las dos cosas a la vez?
1640,"Well, that’s pretty much all I’m looking for from these people.",Chandler,neutral,neutral,167,5,3,14,"00:00:32,741","00:00:35,492","Bueno, eso es lo Ãºnico que espero de esta gente."
1641,Look at you. All jealous.,Monica,anger,negative,167,6,3,14,"00:00:36,369","00:00:38,412",MÃ­rate. EstÃ¡s celosa.
1642,"Yeah Pheebs, come on, you two have completely different styles. Y'know, she’s more.. y'know, and you’re more",Ross,neutral,neutral,167,7,3,14,"00:00:38,580","00:00:47,880","SÃ­ Phoebe, vamos, tenÃ©is estilos completamente diferentes. Ella es mÃ¡s...ya sabes, y tu eres mÃ¡s"
1643,Say you'll stay beside me,Joey,sadness,negative,167,8,3,14,"00:00:49,247","00:00:52,801",beside meeeee-eeee-ee.
1644,"Okay, see, see, everyone else is happy she’s done.",Phoebe,anger,negative,167,9,3,14,"00:00:57,807","00:01:01,018",Se dan cuenta? La gente se alegra de que ya haya terminado.
1645,"Okay, my next song’s called: Phoebe Buffay, What Can I Say.",Singer,neutral,neutral,167,10,3,14,"00:01:02,979","00:01:08,692","bueno, mi prÃ³xima canciÃ³n se titula: Phoebe Buffay, QuÃ© Puedo Decir."
1646,"I Really Loved When We Were Singing Partners, And I Shouldn’t Have Left You That Way.",Singer,neutral,neutral,167,11,3,14,"00:01:05,815","00:01:12,321","Me Encantaba Cuando Eramos CompaÃ±eras Cantantes,Y No DebÃ­ Dejarte De Esa Manera."
1647,"Oh no, one of those ‘look for the hidden meaning’ songs.",Phoebe,neutral,neutral,167,12,3,14,"00:01:14,657","00:01:18,387","Jo! no!, una del tipo 'busca el significado oculto'."
1664,Come on!,Ross,joy,positive,169,0,6,15,"00:03:40,762","00:03:42,262","¡Vamos, vamos!"
1665,"Oh wait, don’t you have to pay for your,  Busty Ladies?",Rachel,joy,positive,169,1,6,15,"00:03:42,430","00:03:46,350","Espera, no vas a pagar por tu...Chicas Desnudas?."
1666,"No, it’s okay. Some-some kid asked me to pick it up for him, but I don’t",Ross,neutral,neutral,169,2,6,15,"00:03:48,853","00:03:53,315","No, está bien. Un niño me pidió que se la comprara, pero no..."
1671,Oh my God!!! What are you doing?!!,Monica,surprise,negative,170,0,3,6,"00:12:38,674","00:12:41,843",Oh dios mÃ­o! QuÃ© leches estÃ¡s haciendo?
1672,"You said, you wanna come in for some lemonade?",Joey,neutral,neutral,170,1,3,6,"00:12:42,136","00:12:44,846",TÃº me has dicho: quieres pasar a tomar una limonada?
1673,So?!,Monica,disgust,negative,170,2,3,6,"00:12:45,055","00:12:46,347",Y quÃ©?!
1674,"Whoa, ah!! We’re you just gonna give me some lemonade?",Joey,surprise,negative,170,3,3,6,"00:12:47,892","00:12:51,269","SÃ³lo, me invitabas a una limonada?!"
1675,Yeah huh!! Cover yourself up!,Monica,disgust,negative,170,4,3,6,"00:12:51,937","00:12:53,021","SÃ­, claro! vÃ­stete inmediatamente!"
1676,"Oh right, right.",Joey,neutral,neutral,170,5,3,6,"00:12:53,522","00:12:54,731","Eh, sÃ­, lo siento"
1677,"I don’t believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?",Monica,disgust,negative,170,6,3,6,"00:12:54,982","00:13:00,528","Esto es inconcebible! SÃ­ alguien te invita a una limonadaen su casa, significa que quiere acostarse contigo?"
1678,Well usually...yeah!,Joey,surprise,positive,170,7,3,6,"00:13:00,696","00:13:03,656","Pues normalmente, sÃ­"
1679,"Well, not just lemonade, iced tea, sometimes juice.",Joey,neutral,neutral,170,8,3,6,"00:13:03,866","00:13:06,034","Bueno y no sÃ³lo limonada, tÃ© helado, a veces zumo"
1680,"Well, sorry, I just, I thought you liked me.",Joey,neutral,neutral,170,9,3,6,"00:13:07,870","00:13:12,040","Oye, lo siento creÃ­a que... creÃ­a que te gustaba. SerÃ© cretino."
1681,I’m such a jerk.,Joey,sadness,negative,170,10,3,6,"00:13:12,249","00:13:14,083",Soy un idiota.
1682,"It’s okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.",Monica,neutral,neutral,170,11,3,6,"00:13:16,337","00:13:23,009","Tranquilo. Supongo que podrÃ­a pasarle a cualquiera, no a nadie que yo conozcapero... por cierto aun te la veo."
1683,Hmmm... this is so nice.,Rachel,joy,positive,171,0,1,7,"00:12:24,452","00:12:26,244",SÃ­... es tan bonito.
1684,"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",Ross,neutral,neutral,171,1,1,7,"00:12:30,875","00:12:42,093",Tengo una pregunta...bueno... de hecho no es una pregunta...sino un pensamiento general... pero...
1685,OK.,Rachel,neutral,neutral,171,2,1,7,"00:12:42,928","00:12:44,721",Dime.
1686,"OK. Here goes. For a while now, I've been wanting to, um....",Ross,neutral,neutral,171,3,1,7,"00:12:45,306","00:12:53,354",OK... allÃ¡ va.Bueno ya hace mucho tiempo que quiero... veras...
1687,Ohhh!!!!,Rachel,surprise,positive,171,4,1,7,"0:12:53,731","0:12:55,253","¡Oh, qué bueno!"
1688,"Yes, yes, that's right...",Ross,neutral,neutral,171,5,1,7,"0:12:55,253","0:12:56,249",SÃ­... sÃ­... exacto.
1689,"Oh, look at the little cat!",Rachel,surprise,positive,171,6,1,7,"00:12:56,400","00:12:58,735",Â¡Mira ese gatito... mÃ­ralo!
1690,What?  Ow!,Ross,surprise,negative,171,7,1,7,"00:12:58,986","00:13:02,113",¿Qué es eso?
1691,"Well, I was probably going to do it at some point.",David,neutral,neutral,172,0,9,23,"00:06:16,125","00:06:18,585",En algún momento pensaba hacerlo.
1692,I didn't mean,Chandler,neutral,neutral,172,1,9,23,"0:06:18,753","0:06:19,635",No quise decir ahora.
1694,It's brilliant!,David,joy,positive,172,3,9,23,"0:06:20,762","0:06:21,796",¿Por qué no? ¡Es estupendo!
1695,"Goodbye Mike, we'll see you at the wedding, fella!",David,joy,positive,172,4,9,23,"00:06:21,881","00:06:25,008","¡Adiós, Mike! ¡Nos vemos en la boda, amigo!"
1696,"well, we probably won't invite you to the wedding...",David,neutral,neutral,172,5,9,23,"00:06:25,176","00:06:27,844","Bueno, quizá no te invitemos a la boda ..."
1697,"Thank you, Chandler.",David,neutral,neutral,172,6,9,23,"0:06:28,012","0:06:29,484",Gracias Chandler
1698,Sincerely.,David,neutral,neutral,172,7,9,23,"0:06:29,484","0:06:31,448",sinceramente.
1699,"Well, you're welcome! Glad I could help.",Chandler,joy,positive,172,8,9,23,"00:06:31,557","00:06:33,183",¡De nada!¡Me alegra haberte ayudado!
1701,"David, I'm pretending to",Chandler,neutral,neutral,172,10,9,23,"0:06:36,313","0:06:38,091",-¿Cómo crees que debería pedírselo? -¡David! ¡Hago de cuenta que leo!
1713,Everything was delicious!,1st Customer,joy,positive,174,0,9,19,"0:05:55,731","0:05:57,443",Todo estuvo delicioso.
1714,Thank you!,Monica,joy,positive,174,1,9,19,"0:05:57,443","0:05:57,780",Gracias.
1715,It was. The duck in particular was superb.,2nd Customer,joy,positive,174,2,9,19,"00:05:57,900","00:06:00,444",Pero especialmente el pato estuvo magnífico.
1716,Thank you!    You haven't said anything...,Monica,joy,positive,174,3,9,19,"00:06:00,611","00:06:07,993",Gracias.Usted no ha dicho nada.
1717,Actually I do have one small complaint.,3rd Customer,neutral,neutral,174,4,9,19,"00:06:08,202","00:06:10,704","De hecho, tengo una pequeña queja."
1718,Oh..please!I-I welcome criticism.,Monica,neutral,neutral,174,5,9,19,"00:06:10,871","00:06:15,501","Oh, por favor, aprecio las críticas."
1719,The musician right outside the restaurant...it's kind    of a mood-killer!,3rd Customer,sadness,negative,174,6,9,19,"00:06:16,168","00:06:19,463","La música de afuera del restaurante, arruina el ambiente."
1720,What musician?,Monica,surprise,positive,174,7,9,19,"00:06:19,671","00:06:20,756",¿Qué música?
1733,"Hey, who's this little naked guy?",Rachel,surprise,positive,176,0,1,8,"00:20:18,800","00:20:20,843",Â¿QuiÃ©n es el renacuajo que estÃ¡ desnudo?
1734,That little naked guy would be me.,Ross,neutral,neutral,176,1,1,8,"00:20:21,053","00:20:23,179",Me temo que ese renacuajo soy yo.
1735,"Aww, look at the little thing.",Rachel,surprise,positive,176,2,1,8,"00:20:23,805","00:20:26,557",Miren su cosilla.
1737,Who are those people?,Chandler,surprise,positive,176,4,1,8,"0:20:35,317","0:20:36,129",Â¿Podemos volver a ser adultos?
1738,Got me.,Ross,surprise,positive,176,5,1,8,"0:20:36,129","0:20:37,878",Ni idea.
1739,"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",Monica,neutral,neutral,176,6,1,8,"00:20:38,111","00:20:45,826","Oh, esta de aquÃ­ es la abuela, la de en medio."
